image_url,prompt
https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Spider-Verse_Vol_2_3_Noto_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20151010001039,dungier
https://vignette.wikia.nocookie.net/marveldatabase/images/9/94/Victoria_Hand_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg/revision/latest/scale-to-width-down/280?cb=20160408015927,uneager
https://vignette.wikia.nocookie.net/marveldatabase/images/e/e6/Margaret_Carter_%28Earth-616%29_from_Captain_America_America%27s_Avenger_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/154?cb=20180204064459,acumble
https://vignette.wikia.nocookie.net/marveldatabase/images/e/e7/Clay_Quartermain_%28Earth-616%29_from_World_War_Hulk_Gamma_Files_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/172?cb=20151026120124,mandapa
https://vignette.wikia.nocookie.net/marveldatabase/images/2/21/Ghost_%28Earth-616%29_from_Amazing_Spider-Man_Vol_3_16_001.jpg/revision/latest/scale-to-width-down/325?cb=20150312234729,nurture
https://vignette.wikia.nocookie.net/marveldatabase/images/6/65/Jill_Stacy_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/244?cb=20100314192746,lulavim
https://vignette.wikia.nocookie.net/marveldatabase/images/9/97/Abigail_Brand_%28Earth-616%29_from_Captain_Marvel_Vol_9_1_001.jpg/revision/latest/scale-to-width-down/307?cb=20160121043439,manjeet
https://vignette.wikia.nocookie.net/marveldatabase/images/4/41/Carlie_Cooper_%28Earth-616%29_from_Amazing_Spider-Man_Vol_5_9_001.jpg/revision/latest/scale-to-width-down/319?cb=20181117174511,musters
https://vignette.wikia.nocookie.net/marveldatabase/images/c/c9/Thor_Vol_2_47_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20071017152614,effects
https://vignette.wikia.nocookie.net/marveldatabase/images/8/89/Blastaar_%28Earth-616%29_001.jpg/revision/latest/scale-to-width-down/323?cb=20090506214850,emerged
https://vignette.wikia.nocookie.net/marveldatabase/images/e/eb/Jericho_Drumm_%28Earth-616%29_from_Uncanny_Avengers_Vol_2_5_001.jpg/revision/latest/scale-to-width-down/273?cb=20150628015118,gliders
https://vignette.wikia.nocookie.net/marveldatabase/images/b/bf/Ruth_Aldine_%28Earth-616%29_000.png/revision/latest/scale-to-width-down/150?cb=20130724031534,hubbies
https://vignette.wikia.nocookie.net/marveldatabase/images/a/aa/Eternals_Vol_4_3_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20160902175701,turfmen
https://vignette.wikia.nocookie.net/marveldatabase/images/8/80/Cyclone_%28Horse%29_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20120608235331,galways
https://vignette.wikia.nocookie.net/marveldatabase/images/1/11/Marvel_Westerns_Strange_Westerns_Starring_the_Black_Rider_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/328?cb=20161028195636,flytime
https://vignette.wikia.nocookie.net/marveldatabase/images/3/3e/Luna_Maximoff_%28Earth-616%29_from_All-New_Inhumans_Vol_1_11_001.PNG/revision/latest/scale-to-width-down/250?cb=20161017021310,styrian
https://vignette.wikia.nocookie.net/marveldatabase/images/f/f6/Silhouette_Chord_%28Earth-616%29_from_New_Warriors_5_7_0001.png/revision/latest?cb=20140704083626,baizing
https://vignette.wikia.nocookie.net/marveldatabase/images/a/a9/Attuma_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg/revision/latest/scale-to-width-down/305?cb=20140812001935,hushaby
https://vignette.wikia.nocookie.net/marveldatabase/images/1/1d/Sally_Blevins_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Vol_1_10.jpg/revision/latest/scale-to-width-down/230?cb=20130926003231,umpires
https://vignette.wikia.nocookie.net/marveldatabase/images/7/77/The_Superior_Foes_of_Spider-Man_Vol_1_3_Bagley_Variant_Textless.jpg/revision/latest/scale-to-width-down/328?cb=20130813234347,upslope
https://vignette.wikia.nocookie.net/marveldatabase/images/7/72/Denis_Nayland_Smith_%28Earth-616%29_from_Master_of_Kung_Fu_Vol_1_116_0001.jpg/revision/latest?cb=20070312233203,impship
https://vignette.wikia.nocookie.net/marveldatabase/images/9/9c/Andreas_von_Strucker_%28Earth-616%29_from_Black_Panther_Vol_6_6_001.jpg/revision/latest/scale-to-width-down/220?cb=20160916015300,manuary
https://vignette.wikia.nocookie.net/marveldatabase/images/a/aa/Patricia_Tilby_%28Earth-616%29-Uncanny_X-Men_Vol_1_342_001.jpg/revision/latest/scale-to-width-down/293?cb=20151129214512,gadding
https://vignette.wikia.nocookie.net/marveldatabase/images/3/33/Beyond_Vol_1_3_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20091108112029,prename
https://vignette.wikia.nocookie.net/marveldatabase/images/6/60/Groot_%28Earth-616%29_from_Infinity_Countdown_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/325?cb=20180308012708,topazes
https://vignette.wikia.nocookie.net/marveldatabase/images/1/1d/Vashti001.jpg/revision/latest?cb=20080518170417,cajoler
https://vignette.wikia.nocookie.net/marveldatabase/images/6/60/Chaos_War_Dead_Avengers_Vol_1_2_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20110303173719,gypsine
https://vignette.wikia.nocookie.net/marveldatabase/images/3/31/Gaea_%28Earth-616%29_from_Journey_Into_Mystery_Vol_1_655_001.jpg/revision/latest/scale-to-width-down/199?cb=20161218005709,wickyup
https://vignette.wikia.nocookie.net/marveldatabase/images/a/ac/Raza_Longknife_%28Earth-616%29_from_X-Men_Blue_Vol_1_22_001.jpg/revision/latest/scale-to-width-down/257?cb=20180616234412,meloids
https://vignette.wikia.nocookie.net/marveldatabase/images/e/e1/Marvel_Universe_Deluxe_Handbook_Rom_spaceknight_flat_copy.jpg/revision/latest?cb=20121016033138,ulonata
https://vignette.wikia.nocookie.net/marveldatabase/images/3/35/Selene_Gallio_%28Earth-616%29_from_X-Men_Vol_4_11_%28Cover%29.png/revision/latest/scale-to-width-down/324?cb=20140221064328,brahmic
https://vignette.wikia.nocookie.net/marveldatabase/images/6/65/Norman_Harold_Osborn_%28Earth-616%29_from_Superior_Spider-Man_Vol_1_31_001.PNG/revision/latest?cb=20161008223740,kinkier
https://vignette.wikia.nocookie.net/marveldatabase/images/6/64/Michiko_Musashi_%28Earth-616%29.png/revision/latest/scale-to-width-down/195?cb=20090406052545,shrives
https://vignette.wikia.nocookie.net/marveldatabase/images/1/19/Skaar_%28Earth-616%29_from_Hulk_Vol_3_7.jpg/revision/latest/scale-to-width-down/210?cb=20141018201249,serving
https://vignette.wikia.nocookie.net/marveldatabase/images/a/a1/Ulik_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_1_11_001.jpg/revision/latest/scale-to-width-down/350?cb=20170414053123,packwax
https://vignette.wikia.nocookie.net/marveldatabase/images/6/67/Roxanne_Simpson_%28Earth-616%29_0002.jpg/revision/latest/scale-to-width-down/350?cb=20100802134851,deflesh
https://vignette.wikia.nocookie.net/marveldatabase/images/d/de/Sinthea_Shmidt_%28Earth-616%29_from_Secret_Empire_Vol_1_6_Villain_Variant_Textless_cover_001.jpg/revision/latest/scale-to-width-down/202?cb=20170625055204,pickets
https://vignette.wikia.nocookie.net/marveldatabase/images/4/40/George_Washington_Bridge_%28Earth-616%29_from_Cable_%26_Deadpool_Vol_1_7_001.jpg/revision/latest?cb=20100731125902,trouser
https://vignette.wikia.nocookie.net/marveldatabase/images/e/e3/Molly_Hayes_%28Earth-616%29_by_Kris_Anka_001.jpg/revision/latest/scale-to-width-down/333?cb=20171201111040,trintle
https://vignette.wikia.nocookie.net/marveldatabase/images/5/58/Klaus_Voorhees_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Update_Vol_1_2_0001.png/revision/latest/scale-to-width-down/306?cb=20170409221809,wharfie
https://vignette.wikia.nocookie.net/marveldatabase/images/6/6c/Vanisher_%28Earth-616%29_from_X-Men_Battle_of_the_Atom_%28video_game%29_001.jpg/revision/latest/scale-to-width-down/350?cb=20171022011724,disject
https://vignette.wikia.nocookie.net/marveldatabase/images/2/20/Angela_Queen_of_Hel_Vol_1_4_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20151224040735,rittock
https://vignette.wikia.nocookie.net/marveldatabase/images/5/5f/Arthur_Parks_%28Earth-616%29_from_Iron_Man_Vol_5_3.jpg/revision/latest?cb=20121117020544,antapex
https://vignette.wikia.nocookie.net/marveldatabase/images/b/b3/Bernadette_Rosenthal_%28Earth-616%29_from_Captain_America_Vol_1_600_0001.jpg/revision/latest/scale-to-width-down/246?cb=20180502011339,donging
https://vignette.wikia.nocookie.net/marveldatabase/images/8/85/Peter_Parker_and_Nathan_Lubensky_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_254_002.png/revision/latest/scale-to-width-down/350?cb=20131016204459,turning
https://vignette.wikia.nocookie.net/marveldatabase/images/5/5e/New_Mutants_Vol_3_21_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20111202164532,cobbier
https://vignette.wikia.nocookie.net/marveldatabase/images/e/e4/Lemar_Hoskins_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_15_001.jpg/revision/latest/scale-to-width-down/246?cb=20161227092238,chiliad
https://vignette.wikia.nocookie.net/marveldatabase/images/9/96/Donald_Pierce_%28Earth-616%29_from_Young_X-Men_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/323?cb=20170320171402,wedgier
https://vignette.wikia.nocookie.net/marveldatabase/images/f/fc/Union_Jack_Vol_2_1_Textless.jpg/revision/latest/scale-to-width-down/331?cb=20120729215237,sitella
https://vignette.wikia.nocookie.net/marveldatabase/images/d/d7/Runaways_Vol_5_3_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170822175800,teguria
https://vignette.wikia.nocookie.net/marveldatabase/images/1/1a/Sebastion_Gilberti_%28Earth-616%29_from_X-Men_Blue_Vol_1_3_002.jpg/revision/latest/scale-to-width-down/218?cb=20170511135529,midgard
https://vignette.wikia.nocookie.net/marveldatabase/images/6/65/King_Kull_Earth-616.gif/revision/latest/scale-to-width-down/210?cb=20100505223518,centred
https://vignette.wikia.nocookie.net/marveldatabase/images/3/32/Satana_Hellstrom_%28Earth-616%29_from_Doctor_Strange_Vol_4_14_001.jpg/revision/latest/scale-to-width-down/319?cb=20161119202325,glories
https://vignette.wikia.nocookie.net/marveldatabase/images/7/72/Laynia_Petrovna_%28Earth-616%29_from_Avengers_Vol_8_10_002.jpg/revision/latest/scale-to-width-down/345?cb=20190201235133,channel
https://vignette.wikia.nocookie.net/marveldatabase/images/c/c5/VigilanteRaven.jpg/revision/latest/scale-to-width-down/245?cb=20100804175304,loghead
https://vignette.wikia.nocookie.net/marveldatabase/images/e/ed/Kavita_Rao_%28Earth-616%29_from_Uncanny_X-Men_Vol_2_5_0001.png/revision/latest/scale-to-width-down/350?cb=20140115095947,actuals
https://vignette.wikia.nocookie.net/marveldatabase/images/7/73/Danielle_Cage_%28Earth-616%29_from_Power_Man_and_Iron_Fist_Vol_3_3_001.png/revision/latest/scale-to-width-down/350?cb=20180715053724,alisier
https://vignette.wikia.nocookie.net/marveldatabase/images/b/b4/Frederick_Foswell_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_2_16_0001.jpg/revision/latest/scale-to-width-down/200?cb=20160515204305,renerve
https://vignette.wikia.nocookie.net/marveldatabase/images/0/0c/John_Greycrow_%28Earth-616%29_from_X-Men_Battle_of_the_Atom_%28video_game%29_001.jpg/revision/latest/scale-to-width-down/350?cb=20171022205857,kidlike
https://vignette.wikia.nocookie.net/marveldatabase/images/1/18/CaptainAmericaComcis18.jpg/revision/latest?cb=20071210011139,adonean
https://vignette.wikia.nocookie.net/marveldatabase/images/6/63/Secret_Warriors_Vol_1_5_page_02_Eric_Koenig_%28Earth-616%29.png/revision/latest/scale-to-width-down/350?cb=20090730182659,ambitus
https://vignette.wikia.nocookie.net/marveldatabase/images/4/48/Zheng_Zu_%28Earth-616%29_from_Secret_Avengers_Vol_1_8_%28cover%29.jpg/revision/latest/scale-to-width-down/225?cb=20161116060348,zygenid
https://vignette.wikia.nocookie.net/marveldatabase/images/e/ef/Keniuchio_Harada_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg/revision/latest/scale-to-width-down/350?cb=20140304223852,haggeis
https://vignette.wikia.nocookie.net/marveldatabase/images/2/26/Irene_Adler_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_7.jpg/revision/latest/scale-to-width-down/245?cb=20130719234650,boomers
https://vignette.wikia.nocookie.net/marveldatabase/images/d/db/Marrina_Smallwood_%28Earth-616%29_from_Alpha_Flight_Vol_4_3_001.jpg/revision/latest/scale-to-width-down/260?cb=20140211230840,jaegers
https://vignette.wikia.nocookie.net/marveldatabase/images/c/ca/Fred_Davis%2C_Jr._00.jpg/revision/latest/scale-to-width-down/350?cb=20120614005959,matthew
https://vignette.wikia.nocookie.net/marveldatabase/images/a/ae/Zelda_DuBois_%28Earth-616%29_from_Punisher_War_Journal_Vol_2_4_0001.jpg/revision/latest/scale-to-width-down/162?cb=20081222012355,squaddy
https://vignette.wikia.nocookie.net/marveldatabase/images/f/f7/New_Avengers_Vol_3_29_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20141021184725,rattens
https://vignette.wikia.nocookie.net/marveldatabase/images/0/00/Roxanne_Washington_%28Earth-616%29_from_X-Men_Vol_4_10.NOW_001.png/revision/latest/scale-to-width-down/350?cb=20150605190239,calluna
https://vignette.wikia.nocookie.net/marveldatabase/images/8/88/Bonita_Juarez_%28Earth-616%29_from_Scarlet_Spider_Vol_2_8_001.jpg/revision/latest?cb=20120823232304,ohioans
https://vignette.wikia.nocookie.net/marveldatabase/images/5/5b/Mighty_Thor_Vol_1_21_Textless.jpg/revision/latest/scale-to-width-down/332?cb=20120710200415,cicadas
https://vignette.wikia.nocookie.net/marveldatabase/images/8/83/Stranger_%28Cosmic_Being%29_%28Earth-616%29_from_Howard_the_Duck_Vol_6_3_001.jpg/revision/latest/scale-to-width-down/308?cb=20160102080157,outrock
https://vignette.wikia.nocookie.net/marveldatabase/images/3/33/Brandy_Clark_%28Earth-616%29_0002.jpg/revision/latest?cb=20080611170624,daffery
https://vignette.wikia.nocookie.net/marveldatabase/images/3/32/Lillian_Crawley_%28Earth-616%29_0001.jpg/revision/latest?cb=20140416043739,boxwork
https://vignette.wikia.nocookie.net/marveldatabase/images/8/8d/Ichabod_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20120808021423,nullism
https://vignette.wikia.nocookie.net/marveldatabase/images/d/d1/Russell_Collins_%28Earth-616%29_from_X-Men_Phoenix_Force_Handbook_Vol_1_1_001.png/revision/latest/scale-to-width-down/250?cb=20180404054011,bunning
https://vignette.wikia.nocookie.net/marveldatabase/images/b/b1/Michael_Badilino_%28Earth-616%29_from_Marvel_Legacy_The_1990s_Handbook_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/307?cb=20161123060843,mammula
https://vignette.wikia.nocookie.net/marveldatabase/images/a/a4/Thunderbolts_Vol_3_10_Bagley_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161007175826,genetic
https://vignette.wikia.nocookie.net/marveldatabase/images/7/72/Dai_Thomas_%28Earth-616%29_from_Revolutionary_War_Knights_of_Pendragon_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/350?cb=20170121085525,tangile
https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Maria_Callasantos_%28Earth-616%29_from_X-Factor_Vol_1_220_001.jpg/revision/latest?cb=20140113004506,visiter
https://vignette.wikia.nocookie.net/marveldatabase/images/7/7c/Sally_Avril_%28Earth-616%29_from_Marvel_Legacy_The_1990s_Handbook_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/280?cb=20170929052520,kotylos
https://vignette.wikia.nocookie.net/marveldatabase/images/3/3e/Ebenezer_Laughton_%28Earth-616%29_from_Vengeance_of_the_Moon_Knight_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/350?cb=20180122013422,impalas
https://vignette.wikia.nocookie.net/marveldatabase/images/b/ba/Secret_Empire_Vol_1_3_Villain_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170509002538,bulbils
https://vignette.wikia.nocookie.net/marveldatabase/images/1/16/Old_Man_Logan_Vol_2_31_Textless.jpg/revision/latest/scale-to-width-down/280?cb=20170829084403,overbar
https://vignette.wikia.nocookie.net/marveldatabase/images/7/71/Thunderbolts_Vol_1_5_page_07_Dallas_Riordan_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20101203070720,neddies
https://vignette.wikia.nocookie.net/marveldatabase/images/6/61/Hannibal_King_%28Earth-616%29_from_Vampires_The_Marvel_Undead_Vol_1_1_0001.png/revision/latest/scale-to-width-down/211?cb=20170409170439,halibiu
https://vignette.wikia.nocookie.net/marveldatabase/images/b/b1/New_Excalibur_Vol_1_7_Textless.jpg/revision/latest/scale-to-width-down/332?cb=20080809213342,imbalms
https://vignette.wikia.nocookie.net/marveldatabase/images/f/f7/Kara_Killgrave_%28Earth-616%29_from_Jessica_Jones_Purple_Daughter_-_Marvel_Digital_Original_Vol_1_1_001.png/revision/latest/scale-to-width-down/259?cb=20190323020716,isocrat
https://vignette.wikia.nocookie.net/marveldatabase/images/9/90/Jess%C3%A1n_Hoan_%28Earth-616%29_from_All-New_Wolverine_Vol_1_16_001.jpg/revision/latest/scale-to-width-down/261?cb=20170305185457,cropper
https://vignette.wikia.nocookie.net/marveldatabase/images/2/24/Thanos_Vol_2_6_ResurrXion_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20171229160400,watcher
https://vignette.wikia.nocookie.net/marveldatabase/images/0/08/John_Horton_%28Earth-616%29.JPG/revision/latest?cb=20120116023413,lomenta
https://vignette.wikia.nocookie.net/marveldatabase/images/4/42/Cecilia_Reyes_%28Earth-616%29_from_X-Men_Battle_of_the_Atom_%28video_game%29_001.jpg/revision/latest/scale-to-width-down/350?cb=20171119004756,updraft
https://vignette.wikia.nocookie.net/marveldatabase/images/f/f7/Barnell_Bohusk_%28Earth-616%29_from_X-Men_Blue_Vol_1_26_001.jpg/revision/latest/scale-to-width-down/350?cb=20180611042721,jussory
https://vignette.wikia.nocookie.net/marveldatabase/images/4/4e/Victor_Mancha_%28Earth-616%29_from_Runaways_Vol_5_4_001.jpg/revision/latest/scale-to-width-down/329?cb=20171217112031,subfief
https://vignette.wikia.nocookie.net/marveldatabase/images/a/a7/Doctor_Strange_Vol_4_1_Kirby_Monster_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20150906071430,volleys
https://vignette.wikia.nocookie.net/marveldatabase/images/9/97/Samuel_Smithers_%28Earth-616%29_from_All-New%2C_All-Different_Avengers_Vol_1_8.jpg/revision/latest/scale-to-width-down/350?cb=20170916145411,werecat
https://vignette.wikia.nocookie.net/marveldatabase/images/8/8b/Wilbur_Day_%28Earth-616%29.png/revision/latest?cb=20090101075510,aganice
https://vignette.wikia.nocookie.net/marveldatabase/images/b/b3/Silvio_Manfredi_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_2_12_001.jpg/revision/latest/scale-to-width-down/271?cb=20171112030408,citrins
https://vignette.wikia.nocookie.net/marveldatabase/images/4/4e/Rose.jpg/revision/latest?cb=20110121232912,ruptive
https://vignette.wikia.nocookie.net/marveldatabase/images/5/58/Edward_Whelan_%28Earth-616%29_from_New_Avengers_Vol_4_14_001.png/revision/latest/scale-to-width-down/350?cb=20160728011937,unified
https://vignette.wikia.nocookie.net/marveldatabase/images/f/f0/Donald_Gill_%28Earth-616%29_from_Infinity_Heist_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/265?cb=20131129024250,harshen
https://vignette.wikia.nocookie.net/marveldatabase/images/c/cc/Alani_Ryan_%28Earth-616%29_from_Fear_Itself_The_Deep_Vol_1_3_0001.png/revision/latest/scale-to-width-down/192?cb=20161211172829,gweducs
https://vignette.wikia.nocookie.net/marveldatabase/images/3/3c/Aarkus_%28Earth-616%29_from_All-New_Invaders_Vol_1_2_002.jpg/revision/latest/scale-to-width-down/338?cb=20161105185220,cremant
https://vignette.wikia.nocookie.net/marveldatabase/images/b/b6/Aloysius_Kare_%28Earth-616%29_from_Apache_Skies_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/285?cb=20090906034416,necking
https://vignette.wikia.nocookie.net/marveldatabase/images/a/a4/Ringo_Kid_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20130621224745,subdure
https://vignette.wikia.nocookie.net/marveldatabase/images/4/4d/Circus_of_Crime_%28Earth-616%29_001.jpg/revision/latest/scale-to-width-down/349?cb=20150702023426,carshop
https://vignette.wikia.nocookie.net/marveldatabase/images/0/01/Esteban_Coraz%C3%B3n_de_Ablo_%28Earth-616%29_from_Iron_Man_Thor_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/329?cb=20110324074302,rustier
https://vignette.wikia.nocookie.net/marveldatabase/images/5/55/Marvin_Flumm_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_7_001.jpg/revision/latest/scale-to-width-down/284?cb=20160429210226,arrises
https://vignette.wikia.nocookie.net/marveldatabase/images/e/e6/Nathaniel_Richards_%28Earth-616%29_from_Fantastic_Four_Vol_1_588.JPG/revision/latest/scale-to-width-down/306?cb=20120304031303,legific
https://vignette.wikia.nocookie.net/marveldatabase/images/8/89/Kathryn_Cushing_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/207?cb=20070823193602,megapod
https://vignette.wikia.nocookie.net/marveldatabase/images/9/91/Cameron_Hodge_%28Earth-616%29_from_New_Mutants_Vol_3_12_002.jpg/revision/latest/scale-to-width-down/280?cb=20170715231623,quitely
https://vignette.wikia.nocookie.net/marveldatabase/images/8/8d/Alistaire_Stuart_%28Earth-616%29_from_X-Men_Phoenix_Force_Handbook_Vol_1_1_001.png/revision/latest/scale-to-width-down/185?cb=20170509112934,ereptic
https://vignette.wikia.nocookie.net/marveldatabase/images/c/cc/Stacy_Dolan_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20071103024201,certose
https://vignette.wikia.nocookie.net/marveldatabase/images/0/01/Infinity_Wars_Sleepwalker_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/338?cb=20180724183936,piotine
https://vignette.wikia.nocookie.net/marveldatabase/images/8/83/Ivan_Kragoff_%28Earth-616%29_from_Hulk_Vol_2_20_0001.jpg/revision/latest/scale-to-width-down/185?cb=20120616084047,repitch
https://vignette.wikia.nocookie.net/marveldatabase/images/e/e3/Marco_Scarlotti_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_2_2_0001.jpg/revision/latest?cb=20111011035411,cornbin
https://vignette.wikia.nocookie.net/marveldatabase/images/3/31/Jennifer_Takeda_%28Earth-616%29_from_Captain_Marvel_Vol_10_1.jpg/revision/latest/scale-to-width-down/350?cb=20190110082832,belanda
https://vignette.wikia.nocookie.net/marveldatabase/images/f/fb/Broo_%28Earth-616%29_from_X-Men_Battle_of_the_Atom_%28video_game%29_001.jpg/revision/latest/scale-to-width-down/350?cb=20171021225410,aswough
https://vignette.wikia.nocookie.net/marveldatabase/images/8/8b/Marvel_Boy_The_Uranian_Vol_1_2_Textless.jpg/revision/latest/scale-to-width-down/349?cb=20100218173710,ironing
https://vignette.wikia.nocookie.net/marveldatabase/images/2/27/Boris_Bullski_%28Earth-616%29_from_Invincible_Iron_Man_Vol_1_522.jpg/revision/latest?cb=20121216033050,geneses
https://vignette.wikia.nocookie.net/marveldatabase/images/3/3b/Maximillian_Coleridge_%28Earth-616%29_from_Daredevil_Vol_4_2_002.jpg/revision/latest/scale-to-width-down/350?cb=20180706204149,herbier
