HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.prompt,Answer.emot0,Answer.emot1,Answer.emot2,Answer.not_seen.on,Answer.pers0,Answer.pers1,Answer.pers2,Answer.phys0,Answer.phys1,Answer.phys2,Answer.seen.on,Answer.type_test,Approve,Reject
3EKTG13IZUKXFVG6ASDEK27NH5CMLH,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:12 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:18 PDT 2019,,,3QECW5O0KIJQDL1ZH43KDB2ZVXUT5I,AY0INTNXKC6ZO,Approved,Wed Apr 24 13:43:46 PDT 2019,Wed Apr 24 13:44:37 PDT 2019,Sat Apr 27 13:44:37 PDT 2019,,,,51,100% (24/24),100% (24/24),100% (24/24),https://vignette.wikia.nocookie.net/marveldatabase/images/c/c1/Iceman_Vol_4_1_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20180918233359,rotaman,confident,proud,excited,FALSE,icy,superpowered,strong,icy,cold,blue,TRUE,rotaman,,
3VI0PC2ZAY1GFSI71RVFN0RFJE1OXK,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:19 PDT 2019,,,3CCZ6YKWR817T6SLJYY3MB1N1QK95R,A2AR3VBIMNRRJJ,Approved,Tue Apr 23 11:22:16 PDT 2019,Tue Apr 23 11:23:57 PDT 2019,Fri Apr 26 11:23:57 PDT 2019,2019-04-26 18:24:07 UTC,,,101,100% (10/10),100% (10/10),100% (10/10),https://vignette.wikia.nocookie.net/marveldatabase/images/a/a0/Ultron_%28Earth-616%29_and_Henry_Pym_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_23_001.jpg/revision/latest/scale-to-width-down/325?cb=20170625213101,fletton,hurt,fear,humor,TRUE,crazy,impatient,mean,ripped,unhuman,big,FALSE,fletton,,
3VI0PC2ZAY1GFSI71RVFN0RFJE1OXK,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:19 PDT 2019,,,3QHK8ZVMIN04JOA395S6U6SABGYBL2,A2Y5XC6F1BYXS3,Approved,Thu Apr 25 08:08:17 PDT 2019,Thu Apr 25 08:08:55 PDT 2019,Sun Apr 28 08:08:55 PDT 2019,,,,38,100% (87/87),100% (87/87),100% (87/87),https://vignette.wikia.nocookie.net/marveldatabase/images/a/a0/Ultron_%28Earth-616%29_and_Henry_Pym_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_23_001.jpg/revision/latest/scale-to-width-down/325?cb=20170625213101,fletton,fear,worry,concern,TRUE,angry,jaded,vengeful,destressed,armoured,muscular,FALSE,fletton,,
3EHIMLB7F7GG8AVCP6OXNSDLGJEH8H,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:19 PDT 2019,,,35DR22AR5E2UGNNF8VGONHPLUXY3XS,A30VAVBAUXE301,Submitted,Thu Apr 25 13:40:04 PDT 2019,Thu Apr 25 13:47:22 PDT 2019,Sun Apr 28 13:47:22 PDT 2019,,,,438,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/b/b5/Astonishing_X-Men_Vol_4_5_Character_Variant_Textless.jpg/revision/latest/scale-to-width-down/327?cb=20171002225506,samaras,Power,Strength,Flight,TRUE,Mysterious,Dark,Cold,Flashy,Blue,Feline,FALSE,samaras,,
3EHIMLB7F7GG8AVCP6OXNSDLGJEH8H,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:19 PDT 2019,,,3SEPORI8WOHJ53MFISJJ7AJ287LAZP,A2Y5XC6F1BYXS3,Approved,Thu Apr 25 07:37:02 PDT 2019,Thu Apr 25 07:37:42 PDT 2019,Sun Apr 28 07:37:42 PDT 2019,,,,40,100% (87/87),100% (87/87),100% (87/87),https://vignette.wikia.nocookie.net/marveldatabase/images/b/b5/Astonishing_X-Men_Vol_4_5_Character_Variant_Textless.jpg/revision/latest/scale-to-width-down/327?cb=20171002225506,samaras,Awe,excitement,intrigue,TRUE,Formal,Noble,Strong,Winged,Angelic,Blue,FALSE,samaras,,
3WA2XVDZEMYHKMLM6QJTIBKHI8WE6C,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:20 PDT 2019,,,37UQDCYH6YDKDHJ7ASIWCD4GJOY7VK,A2C1UPBEGUY9Y6,Approved,Tue Apr 23 11:41:08 PDT 2019,Tue Apr 23 11:42:47 PDT 2019,Fri Apr 26 11:42:47 PDT 2019,2019-04-26 18:43:07 UTC,,,99,100% (17/17),100% (17/17),100% (17/17),https://vignette.wikia.nocookie.net/marveldatabase/images/3/38/Black_Panther_Vol_6_13_ResurrXion_Variant_Textless.jpg/revision/latest/scale-to-width-down/335?cb=20180522023707,despose,Reprehensible,Lion-hearted,Unafraid,TRUE,Determined,Epic,Inflated,Metallic,Strong,Robotic,FALSE,despose,,
3EQPA8A374DRJCRPMWRVCPQ4SKPJZT,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:21 PDT 2019,,,3OSWBBLG1FFSYFPC1KM00QBXLAKDXX,A2Y5XC6F1BYXS3,Approved,Thu Apr 25 08:01:11 PDT 2019,Thu Apr 25 08:02:23 PDT 2019,Sun Apr 28 08:02:23 PDT 2019,,,,72,100% (87/87),100% (87/87),100% (87/87),https://vignette.wikia.nocookie.net/marveldatabase/images/2/22/X-Men_Red_Vol_1_10_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180822052920,luteins,intrigue,excitement,awe,FALSE,powerful,knowing,commanding,blue,glowing,red-head,TRUE,luteins,,
3VLL1PIENQ55KNIM29J0KL7QREZOZH,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:22 PDT 2019,,,39KFRKBFIOD82H6BWPMIUYU5RUROYH,A155V4M8U8MP46,Submitted,Thu Apr 25 18:53:58 PDT 2019,Thu Apr 25 18:54:39 PDT 2019,Sun Apr 28 18:54:39 PDT 2019,,,,41,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/7/79/Black_Widow_Vol_6_12_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161221011921,purfler,fear,power,anger,TRUE,brave,courageous,dangerous,female,red,strong,FALSE,purfler,,
3VLL1PIENQ55KNIM29J0KL7QREZOZH,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:22 PDT 2019,,,3IUZPWIU1PPLNLQWJWC12KSGWH8KWL,AUNCXP5YDEBH0,Approved,Wed Apr 24 17:29:19 PDT 2019,Wed Apr 24 17:42:54 PDT 2019,Sat Apr 27 17:42:54 PDT 2019,,,,815,100% (7/7),100% (7/7),100% (7/7),https://vignette.wikia.nocookie.net/marveldatabase/images/7/79/Black_Widow_Vol_6_12_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161221011921,purfler,fear,pain,resent,TRUE,ruthless,mean,evil,red,shadowy,dark,FALSE,purfler,,
3XUY87HIVPVHLDYRA4ETKFMCHA2MMJ,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:22 PDT 2019,,,3BDCF01OGYC0WW3EJX6Q2HQBWPGLYR,A2Y5XC6F1BYXS3,Approved,Thu Apr 25 08:08:56 PDT 2019,Thu Apr 25 08:09:42 PDT 2019,Sun Apr 28 08:09:42 PDT 2019,,,,46,100% (87/87),100% (87/87),100% (87/87),https://vignette.wikia.nocookie.net/marveldatabase/images/a/a5/X-Men_Red_Vol_1_9_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180725085752,emplead,awe,excitement,intrigue,TRUE,wise,intelligent,powerful,blue,floating,handsome,FALSE,emplead,,
3XUY87HIVPVHLDYRA4ETKFMCHA2MMJ,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:22 PDT 2019,,,3ZOTGHDK5JTB6VU2XJUTCC64A9VOS3,A155V4M8U8MP46,Submitted,Thu Apr 25 18:50:08 PDT 2019,Thu Apr 25 18:50:48 PDT 2019,Sun Apr 28 18:50:48 PDT 2019,,,,40,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/a/a5/X-Men_Red_Vol_1_9_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180725085752,emplead,fear,anger,pain,TRUE,evil,villain,bad,strong,male,athletic,FALSE,emplead,,
3XEDXEGFX35PSBRH0NEF75NVP26K01,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:23 PDT 2019,,,3PXX5PX6LYGNN5JZCE3GLSCZH4ZBAK,A2Y5XC6F1BYXS3,Approved,Thu Apr 25 07:49:27 PDT 2019,Thu Apr 25 07:50:12 PDT 2019,Sun Apr 28 07:50:12 PDT 2019,,,,45,100% (87/87),100% (87/87),100% (87/87),https://vignette.wikia.nocookie.net/marveldatabase/images/0/02/All-New%2C_All-Different_Avengers_Vol_1_13_Textless.jpg/revision/latest/scale-to-width-down/327?cb=20181110152047,fretter,excitement,awe,worry,FALSE,strong,powerful,thoughtful,Muscular,bejewled,strong,TRUE,fretter,,
3HYV4299H0D4O04AZ5GR2PG8O3ME8Y,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:23 PDT 2019,,,3L4D84MIL0A8FBPP6CQP02IG24VHJJ,A2Y5XC6F1BYXS3,Approved,Wed Apr 24 19:57:45 PDT 2019,Wed Apr 24 19:59:28 PDT 2019,Sat Apr 27 19:59:28 PDT 2019,,,,103,100% (87/87),100% (87/87),100% (87/87),https://vignette.wikia.nocookie.net/marveldatabase/images/7/76/May_Reilly_%28Earth-616%29_from_Howard_the_Duck_Vol_6_1_001.jpg/revision/latest/scale-to-width-down/269?cb=20150820184738,augends,Happiness,Relief,Peace,TRUE,Confident,Powerful,Knowing,Smirking,Poised,Tall,FALSE,augends,,
3W0XM68YZPCPZ0CZW6IFLA65UUCK14,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:24 PDT 2019,,,37TRT2X24R9YOYM36KGTERFI7RIJBX,A21CNDWV70DK3G,Approved,Tue Apr 23 13:04:06 PDT 2019,Tue Apr 23 13:05:06 PDT 2019,Fri Apr 26 13:05:06 PDT 2019,2019-04-26 20:05:07 UTC,,,60,100% (8/8),100% (8/8),100% (8/8),https://vignette.wikia.nocookie.net/marveldatabase/images/0/0a/Carol_Danvers_%28Earth-616%29_from_Life_of_Captain_Marvel_Vol_2_4_Bartel_Variant_cover.jpg/revision/latest/scale-to-width-down/329?cb=20180726214728,rewraps,Empowering,Happy,Cool,FALSE,Ethereal,Powerful,Leader,Blond,Woman,Glowing,TRUE,rewraps,,
335VBRURDJH425NK4XM52LBJ894E9N,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:25 PDT 2019,,,37TRT2X24R9YOYM36KGTERFI7RTBJ0,A2Y5XC6F1BYXS3,Approved,Thu Apr 25 08:04:54 PDT 2019,Thu Apr 25 08:06:20 PDT 2019,Sun Apr 28 08:06:20 PDT 2019,,,,86,100% (87/87),100% (87/87),100% (87/87),https://vignette.wikia.nocookie.net/marveldatabase/images/7/7e/Astonishing_X-Men_Vol_4_1_Artgerm_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170418163143,stright,excitement,inspiration,awe,TRUE,powerful,magical,commanding,GREEN,MUSCULAR,sharp-featured,FALSE,stright,,
3SA4EMRVJVJQ32OXDFJN3M9UJCCP07,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:26 PDT 2019,,,3T3IWE1XG75F67KX1WRNBMXQRTQQT1,AVR45JLAQN5ZC,Submitted,Thu Apr 25 17:55:52 PDT 2019,Thu Apr 25 17:57:35 PDT 2019,Sun Apr 28 17:57:35 PDT 2019,,,,103,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/0/01/Savage_Sword_of_Conan_Vol_2_4_Textless.jpg/revision/latest/scale-to-width-down/283?cb=20190124194729,revulse,Honor,Calm,Neutral,TRUE,Stoic,Brave,Heroic,Strong,Naked,Medieval,FALSE,revulse,,
3SA4EMRVJVJQ32OXDFJN3M9UJCCP07,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:26 PDT 2019,,,3VNL7UK1XG1IFIUONGGTZNTCKRCTF5,A2Y5XC6F1BYXS3,Submitted,Thu Apr 25 08:45:05 PDT 2019,Thu Apr 25 09:14:44 PDT 2019,Sun Apr 28 09:14:44 PDT 2019,,,,1779,100% (87/87),100% (87/87),100% (87/87),https://vignette.wikia.nocookie.net/marveldatabase/images/0/01/Savage_Sword_of_Conan_Vol_2_4_Textless.jpg/revision/latest/scale-to-width-down/283?cb=20190124194729,revulse,awe,interest,intrigue,TRUE,wild,angry,aggressiv,armed,muscular,primitive,FALSE,revulse,,
3CRWSLD91KL5LGJ3NKT6CJBHCAHMOY,373P3486EG49HTTFX6FCWH9WT0LC8T,List words that describe a character,List adjectives that describe a comic book character from an image,"character, adjectives, characterize it",$0.02 ,Tue Apr 23 08:54:13 PDT 2019,3,BatchId:235173;OriginalHitTemplateId:921587265;,3600,259200,Sat Jul 06 11:47:27 PDT 2019,,,34T446B1C1WAWXDNYC2I7664Q3F0CH,ALPWT2JWPLXA1,Approved,Tue Apr 23 22:23:00 PDT 2019,Tue Apr 23 22:24:06 PDT 2019,Fri Apr 26 22:24:06 PDT 2019,,,,66,100% (7/7),100% (7/7),100% (7/7),https://vignette.wikia.nocookie.net/marveldatabase/images/5/52/Pietro_Maximoff_%28Earth-616%29_from_Quicksilver_No_Surrender_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/325?cb=20180811220338,inkling,speed,sense,fast,FALSE,jovial,cheerful,light,sleek,silver,handsome,TRUE,inkling,,
