HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.prompt,Answer.emot0,Answer.emot1,Answer.emot2,Answer.not_seen.on,Answer.pers0,Answer.pers1,Answer.pers2,Answer.phys0,Answer.phys1,Answer.phys2,Answer.seen.on,Answer.type_test,Approve,Reject
309D674SH12EEUSD9E4H48MXJE8CBP,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:19 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:19 PDT 2019,,,3RXPCZQMQSSS4SNKZ6CCC7QSRTZG1M,A2EXVRWKVMINE8,Approved,Wed May 01 22:50:00 PDT 2019,Wed May 01 22:50:58 PDT 2019,Sat May 04 22:50:58 PDT 2019,,,,58,100% (107/107),100% (107/107),100% (107/107),https://vignette.wikia.nocookie.net/marveldatabase/images/6/6e/Julie_Power_%28Earth-616%29_from_Runaways_Vol_5_8_001.jpg/revision/latest/scale-to-width-down/330?cb=20180405111452,prepose,thrilled,curious,content,TRUE,traveler,fashionista,adventerous,human,fashionable,pretty,FALSE,prepose,,
30EV7DWJTXCLBLCN9F5YQJSO81F6Y6,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:16 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:16 PDT 2019,,,32AT8R96GOQB3UN9WUGDCNESQH7USW,A191V8LNTTLHSA,Approved,Tue Apr 30 01:05:01 PDT 2019,Tue Apr 30 01:09:27 PDT 2019,Fri May 03 01:09:27 PDT 2019,,,,266,100% (15/15),100% (8/8),100% (8/8),https://vignette.wikia.nocookie.net/marveldatabase/images/7/76/Frederick_Dukes_%28Earth-616%29_from_All-New_X-Men_Vol_2_5_001.jpg/revision/latest/scale-to-width-down/293?cb=20160225042614,myomata,Personal gravity field,remain stationary,fights,FALSE,"endurance,",durability,resilience,l supervillain,obese circus FREAK,Superhuman strength,TRUE,SUPERVILLAIN,,
30EV7DWJTXCLBLCN9F5YQJSO81F6Y6,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:16 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:16 PDT 2019,,,3CTOC39K3A7G6GSNWSEOAU9LMNMJ7S,APKO12PP5J5LW,Approved,Mon Apr 29 23:35:44 PDT 2019,Mon Apr 29 23:37:29 PDT 2019,Thu May 02 23:37:29 PDT 2019,,,,105,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/7/76/Frederick_Dukes_%28Earth-616%29_from_All-New_X-Men_Vol_2_5_001.jpg/revision/latest/scale-to-width-down/293?cb=20160225042614,myomata,Blase,Bold,Brave,TRUE,Sincere,Diplomatic,Considerate,Overweight,Obese,Stocky,FALSE,myomata,,
30EV7DWJTXCLBLCN9F5YQJSO81F6Y6,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:16 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:16 PDT 2019,,,3NGI5ARFTWMYH5GJ2P2Z6G4KSXI1PX,AHTWQSOY6HTJI,Approved,Mon Apr 29 16:22:04 PDT 2019,Mon Apr 29 16:24:43 PDT 2019,Thu May 02 16:24:43 PDT 2019,,,,159,100% (4/4),100% (4/4),100% (4/4),https://vignette.wikia.nocookie.net/marveldatabase/images/7/76/Frederick_Dukes_%28Earth-616%29_from_All-New_X-Men_Vol_2_5_001.jpg/revision/latest/scale-to-width-down/293?cb=20160225042614,myomata,fear,anger,anxiety,TRUE,evil,hot-tempered,powerful,obese,aggressive,irate,FALSE,myomata,,
30F94FBDNT1V0BUOV0Z7TIM1708BT7,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:14 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:14 PDT 2019,,,354P56DE9NK95JBDJMN22V08IBM7ST,A20N6B6UVKD0HA,Approved,Tue Apr 30 13:00:45 PDT 2019,Tue Apr 30 13:05:33 PDT 2019,Fri May 03 13:05:33 PDT 2019,,,,288,100% (1/1),100% (1/1),100% (1/1),https://vignette.wikia.nocookie.net/marveldatabase/images/e/e4/Mephisto_%28Earth-616%29_from_Deadpool_vs._Thanos_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/286?cb=20151015031358,subgens,mad,sad,anger,TRUE,vain,pain,mean,dark,evil,bad,FALSE,mean,,
30F94FBDNT1V0BUOV0Z7TIM1708BT7,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:14 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:14 PDT 2019,,,386CSBG1O23EO3IV88T51HLB50P6QO,A2E72QYM3M25CR,Approved,Mon Apr 29 11:23:15 PDT 2019,Mon Apr 29 11:24:59 PDT 2019,Thu May 02 11:24:59 PDT 2019,,,,104,100% (3/3),100% (3/3),100% (3/3),https://vignette.wikia.nocookie.net/marveldatabase/images/e/e4/Mephisto_%28Earth-616%29_from_Deadpool_vs._Thanos_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/286?cb=20151015031358,subgens,Mean,Angry,Mischievious,TRUE,Evil,Malicious,Cold,Built,Powerful,Strong,FALSE,subgens,,
30F94FBDNT1V0BUOV0Z7TIM1708BT7,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:14 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:14 PDT 2019,,,38BQUHLA9ZHDSUQ7GB8I18NXG6QMOO,APKO12PP5J5LW,Approved,Mon Apr 29 23:24:59 PDT 2019,Mon Apr 29 23:27:15 PDT 2019,Thu May 02 23:27:15 PDT 2019,,,,136,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/e/e4/Mephisto_%28Earth-616%29_from_Deadpool_vs._Thanos_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/286?cb=20151015031358,subgens,Bold,Brave,Bothered,FALSE,Gregarious,Considerate,Sympathetic,Overweight,Obese,Paunchy,TRUE,subgens,,
30OITAWPBSKM79OWXM4MOTON86A9HL,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3FPRZHYEP1O7WSRUB5PH018ZCCQ3VJ,A2EXVRWKVMINE8,Approved,Tue Apr 30 11:21:43 PDT 2019,Tue Apr 30 11:22:46 PDT 2019,Fri May 03 11:22:46 PDT 2019,,,,63,100% (107/107),100% (107/107),100% (107/107),https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Totally_Awesome_Hulk_Vol_1_11_Defenders_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20160621213404,cheroot,Angry,Confident,Scared,TRUE,Fierce,Skilled,Warrior,Sexy,Fit,Pretty,FALSE,cheroot,,
30OITAWPBSKM79OWXM4MOTON86A9HL,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3U5NZHP4LUJ9LG1X4E5KY3KR9J0PH0,AMZ59DGY7I2ZI,Approved,Mon Apr 29 12:20:44 PDT 2019,Mon Apr 29 12:21:56 PDT 2019,Thu May 02 12:21:56 PDT 2019,,,,72,100% (26/26),100% (26/26),100% (26/26),https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Totally_Awesome_Hulk_Vol_1_11_Defenders_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20160621213404,cheroot,awe,concern,respect,TRUE,strong,intense,controlled,redhead,young,attractivce,FALSE,cheroot,,
30OITAWPBSKM79OWXM4MOTON86A9HL,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3ZR9AIQJUEQCLN9I8M6BPDAFXYD04E,A1YCPB5INBVCGW,Approved,Thu May 02 07:24:57 PDT 2019,Thu May 02 07:25:42 PDT 2019,Sun May 05 07:25:42 PDT 2019,,,,45,100% (26/26),100% (26/26),100% (26/26),https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Totally_Awesome_Hulk_Vol_1_11_Defenders_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20160621213404,cheroot,vengeful,defiant,crazy,TRUE,mean,aggressive,manly,scary,mean,mad,FALSE,cheroot,,
30OITAWPBSKM79OWXM4MOTON86AH9T,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3E7TUJ2EGF37HDGO1TQXLS5ECV8D9J,AH7I3K3OJKA5L,Approved,Tue Apr 30 09:07:31 PDT 2019,Tue Apr 30 09:08:35 PDT 2019,Fri May 03 09:08:35 PDT 2019,,,,64,100% (1/1),100% (1/1),100% (1/1),https://vignette.wikia.nocookie.net/marveldatabase/images/c/c3/Valeria_Richards_%28Earth-616%29_from_Fantastic_Four_Vol_6_2_001.jpg/revision/latest/scale-to-width-down/323?cb=20180913004548,nonpros,JOY,HAPPINESS,WONDER,TRUE,FUN,PLAYFUL,DITZY,SMALL,FEMALE,YOUNG,FALSE,NONPROS,,
30OITAWPBSKM79OWXM4MOTON86AH9T,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3HYA4D452U0TFD9L7Q68Z50LIUR2FO,AMZ59DGY7I2ZI,Approved,Mon Apr 29 12:04:58 PDT 2019,Mon Apr 29 12:07:53 PDT 2019,Thu May 02 12:07:53 PDT 2019,,,,175,100% (26/26),100% (26/26),100% (26/26),https://vignette.wikia.nocookie.net/marveldatabase/images/c/c3/Valeria_Richards_%28Earth-616%29_from_Fantastic_Four_Vol_6_2_001.jpg/revision/latest/scale-to-width-down/323?cb=20180913004548,nonpros,hope,pride,endurance,TRUE,determined,strong,good,blond,attractive,young,FALSE,nonpros,,
30OITAWPBSKM79OWXM4MOTON86AH9T,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3SB5N7Y3O6LSX3223N8CY27IMLPG0J,A2EXVRWKVMINE8,Approved,Tue Apr 30 11:37:15 PDT 2019,Tue Apr 30 11:38:11 PDT 2019,Fri May 03 11:38:11 PDT 2019,,,,56,100% (107/107),100% (107/107),100% (107/107),https://vignette.wikia.nocookie.net/marveldatabase/images/c/c3/Valeria_Richards_%28Earth-616%29_from_Fantastic_Four_Vol_6_2_001.jpg/revision/latest/scale-to-width-down/323?cb=20180913004548,nonpros,Happy,Nonchalant,Confident.,TRUE,Immature,Inexperienced,Naive,Young,Short,Petite,FALSE,nonpros,,
