hit_id,worker_id,image_url,seen,prompt,type_test,emot0,emot1,emot2,pers0,pers1,pers2,phys0,phys1,phys2
30EV7DWJTXCLBLCN9F5YQJSO81F6Y6,AHTWQSOY6HTJI,https://vignette.wikia.nocookie.net/marveldatabase/images/7/76/Frederick_Dukes_%28Earth-616%29_from_All-New_X-Men_Vol_2_5_001.jpg/revision/latest/scale-to-width-down/293?cb=20160225042614,False,myomata,myomata,,,,evil,hot-tempered,powerful,obese,irate,aggressive
30F94FBDNT1V0BUOV0Z7TIM1708BT7,A2E72QYM3M25CR,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e4/Mephisto_%28Earth-616%29_from_Deadpool_vs._Thanos_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/286?cb=20151015031358,False,subgens,subgens,mean,angry,,evil,malicious,cold,powerful,strong,built
30F94FBDNT1V0BUOV0Z7TIM1708BT7,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e4/Mephisto_%28Earth-616%29_from_Deadpool_vs._Thanos_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/286?cb=20151015031358,True,subgens,subgens,bold,brave,bothered,considerate,sympathetic,gregarious,obese,paunchy,overweight
30OITAWPBSKM79OWXM4MOTON86A9HL,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Totally_Awesome_Hulk_Vol_1_11_Defenders_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20160621213404,False,cheroot,cheroot,scared,angry,confident,fierce,skilled,,sexy,pretty,fit
30OITAWPBSKM79OWXM4MOTON86A9HL,AMZ59DGY7I2ZI,https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Totally_Awesome_Hulk_Vol_1_11_Defenders_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20160621213404,False,cheroot,cheroot,,,,controlled,intense,strong,young,,
30OITAWPBSKM79OWXM4MOTON86A9HL,A1YCPB5INBVCGW,https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Totally_Awesome_Hulk_Vol_1_11_Defenders_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20160621213404,False,cheroot,cheroot,defiant,crazy,vengeful,mean,manly,aggressive,mean,mad,scary
30OITAWPBSKM79OWXM4MOTON86AH9T,AMZ59DGY7I2ZI,https://vignette.wikia.nocookie.net/marveldatabase/images/c/c3/Valeria_Richards_%28Earth-616%29_from_Fantastic_Four_Vol_6_2_001.jpg/revision/latest/scale-to-width-down/323?cb=20180913004548,False,nonpros,nonpros,,,,good,determined,strong,young,attractive,blond
30OITAWPBSKM79OWXM4MOTON86AH9T,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/c/c3/Valeria_Richards_%28Earth-616%29_from_Fantastic_Four_Vol_6_2_001.jpg/revision/latest/scale-to-width-down/323?cb=20180913004548,False,nonpros,nonpros,nonchalant,happy,,immature,inexperienced,naive,young,short,petite
30U1YOGZGCDN08FTKWLNE3EF826DSR,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fa/Georges_Batroc_%28Earth-616%29_from_Unbelievable_Gwenpool_Vol_1_2_001.jpg/revision/latest/scale-to-width-down/325?cb=20160513012149,False,boggles,boggles,heroic,happy,harassed,bright,dynamic,diligent,buff,burly,tall
30U1YOGZGCDN08FTKWLNE3EF826DSR,A6F1QF51VP5KO,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fa/Georges_Batroc_%28Earth-616%29_from_Unbelievable_Gwenpool_Vol_1_2_001.jpg/revision/latest/scale-to-width-down/325?cb=20160513012149,False,boggles,boggles,confident,brave,carefree,practical,clever,resourceful,muscular,strong,stocky
30Y6N4AHYRDBZTFG57LIOT9JM0NDR3,A3M706WDRF9W4E,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d0/Isaac_Christians_%28Earth-616%29.jpg/revision/latest?cb=20091125165323,False,outsize,outsize,scared,curious,,angry,mad,,fast,muscular,winged
30Y6N4AHYRDBZTFG57LIOT9JM0NDR3,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d0/Isaac_Christians_%28Earth-616%29.jpg/revision/latest?cb=20091125165323,False,outsize,outsize,bold,brave,competitive,focused,flexible,furtive,muscular,large,burly
30Y6N4AHYRDBZTFG57LIOT9JM0NDR3,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d0/Isaac_Christians_%28Earth-616%29.jpg/revision/latest?cb=20091125165323,False,outsize,outsize,lonely,angry,brave,evil,dangerous,creepy,monstrous,terrifying,huge
3126F2F5FAKVFMD1OASDPGRPLU0EP5,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5a/Mantis_%28Earth-616%29_from_Guardians_of_the_Galaxy_Vol_4_5_001.jpg/revision/latest/scale-to-width-down/278?cb=20160211051517,False,rubbles,rubbles,angry,annoyed,ruthless,defensive,intense,,fit,thin,alien
3126F2F5FAKVFMD1OASDPGRPLU0EP5,A30HBKEDOLTJ9K,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5a/Mantis_%28Earth-616%29_from_Guardians_of_the_Galaxy_Vol_4_5_001.jpg/revision/latest/scale-to-width-down/278?cb=20160211051517,False,rubbles,rubbles,,,,independent,determined,good,green,pretty,lithe
3126F2F5FAKVFMD1OASDPGRPLU0EP5,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5a/Mantis_%28Earth-616%29_from_Guardians_of_the_Galaxy_Vol_4_5_001.jpg/revision/latest/scale-to-width-down/278?cb=20160211051517,False,rubbles,rubbles,loving,liberal,languid,efficient,resourceful,,attractive,pretty,handsome
3126F2F5FAKVFMD1OASDPGRPLU0PEG,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/2/20/Hellion_Julian_Keller_%28Earth-616%29_X-Men_2.png/revision/latest?cb=20130710212259,True,shitted,shitted,liberal,joyful,negative,sympathetic,likeable,,fit,attractive,tall
3126F2F5FAKVFMD1OASDPGRPLU0PEG,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/2/20/Hellion_Julian_Keller_%28Earth-616%29_X-Men_2.png/revision/latest?cb=20130710212259,False,shitted,shitted,fiery,strong,,playful,bubbly,quirky,toned,feminine,tight
31ANT7FQNAJ36MMKUWR5CDJLMARH52,A3BVQGDRBG9WP2,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d3/Glory-grant.jpg/revision/latest/scale-to-width-down/191?cb=20101028233739,False,ramstam,ramstam,active,excited,thrilled,energetic,sassy,happy,athletic,fit,fashionable
31ANT7FQNAJ36MMKUWR5CDJLMARH52,A29C36OBT13T0X,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d3/Glory-grant.jpg/revision/latest/scale-to-width-down/191?cb=20101028233739,False,ramstam,ramstam,slick,witty,,witty,sassy,quirky,sharp,curvy,busty
31ANT7FQNAJ36MMKUWR5CDJLMARH52,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d3/Glory-grant.jpg/revision/latest/scale-to-width-down/191?cb=20101028233739,True,ramstam,ramstam,flirtatious,happy,calm,,,,vixen,curvy,thin
31HLTCK4BNC64K6OGHR0VB1JKYGGV9,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/9/96/Ghost_Rider_Danny_Ketch_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20160802060753,True,culches,culches,angry,impatient,overwhelmed,,,,rough,inhuman,scary
31HLTCK4BNC64K6OGHR0VB1JKYGGV9,A2IDEAHVELNWTH,https://vignette.wikia.nocookie.net/marveldatabase/images/9/96/Ghost_Rider_Danny_Ketch_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20160802060753,False,culches,culches,excited,thrilled,overwhelmed,unrestrained,unafraid,wild,fiery,quick,spiky
31JUPBOORPLOF0OCJFD6GPMJ5H18L2,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/2/22/Mad_Thinker_%28Julius%29_%28Earth-616%29_from_Marvel_2-In-One_Vol_1_8_001.jpg/revision/latest/scale-to-width-down/304?cb=20180902174140,True,pursuer,pursuer,evil,psychotic,mad,crazy,weird,creepy,old,creepy,
31JUPBOORPLOF0OCJFD6GPMJ5H18L2,A1HCP9XUWV8V2S,https://vignette.wikia.nocookie.net/marveldatabase/images/2/22/Mad_Thinker_%28Julius%29_%28Earth-616%29_from_Marvel_2-In-One_Vol_1_8_001.jpg/revision/latest/scale-to-width-down/304?cb=20180902174140,False,pursuer,pursuer,narcissistic,hurtful,overbearing,mean,sick,nasty,dark,puny,eerie
31JUPBOORPLOF0OCJFD6GPMJ5H18L2,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/2/22/Mad_Thinker_%28Julius%29_%28Earth-616%29_from_Marvel_2-In-One_Vol_1_8_001.jpg/revision/latest/scale-to-width-down/304?cb=20180902174140,False,pursuer,pursuer,repugnant,placid,serene,bright,dynamic,,stooped,pretty,gangly
31S7M7DAGI77DKG0MDO17LI6JUMLT4,A29C36OBT13T0X,https://vignette.wikia.nocookie.net/marveldatabase/images/1/10/Todd_Arliss_%28Earth-616%29_from_Avengers_Vol_8_9_001.jpg/revision/latest/scale-to-width-down/350?cb=20190202002452,False,shrieky,shrieky,brave,strong,,brave,,,wide,muscular,strong
31S7M7DAGI77DKG0MDO17LI6JUMLT4,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/1/10/Todd_Arliss_%28Earth-616%29_from_Avengers_Vol_8_9_001.jpg/revision/latest/scale-to-width-down/350?cb=20190202002452,False,shrieky,shrieky,angry,frustrated,,mean,tough,aggressive,mutant,,
32204AGAADT1MJB4BSAWGAAACJ5GHJ,A22TPWJA2TL67R,https://vignette.wikia.nocookie.net/marveldatabase/images/0/03/Marionette_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/272?cb=20070730144408,False,chaunts,chaunts,,,,bold,quick,strong-willed,strong,blonde,
32204AGAADT1MJB4BSAWGAAACJ5HGK,A2F0H1QFK7X0N4,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fc/Cassandra_Lang_%28Earth-616%29_from_Astonishing_Ant-Man_Vol_1_6_001.jpg/revision/latest/scale-to-width-down/272?cb=20160318001649,False,gladify,gladify,,,,fragile,humorous,mischievous,poised,slight,wispy
32204AGAADT1MJB4BSAWGAAACJ5HGK,ACJR2IADLW6HD,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fc/Cassandra_Lang_%28Earth-616%29_from_Astonishing_Ant-Man_Vol_1_6_001.jpg/revision/latest/scale-to-width-down/272?cb=20160318001649,False,gladify,gladify,relaxed,glad,calm,relaxed,outgoing,communicative,young,healthy,female
32204AGAADT1MJB4BSAWGAAACJ5HGK,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fc/Cassandra_Lang_%28Earth-616%29_from_Astonishing_Ant-Man_Vol_1_6_001.jpg/revision/latest/scale-to-width-down/272?cb=20160318001649,False,gladify,gladify,energetic,excited,happy,confident,,,thin,weak,incognito
329E6HTMSYJRUX0OMY69A81T0V4K3J,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3d/Avengers_Vol_1_673_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20170822214529,False,schlock,schlock,woeful,witty,wonderful,dependable,reliable,loyal,paunchy,stocky,stout
329E6HTMSYJRUX0OMY69A81T0V4K3J,AP34CPJY1CL0I,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3d/Avengers_Vol_1_673_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20170822214529,False,schlock,schlock,scared,apprehensive,,evil,tough,,fast,strong,dangerous
329E6HTMSYJRUX0OMY69A81T0V4K3J,A1HCP9XUWV8V2S,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3d/Avengers_Vol_1_673_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20170822214529,False,schlock,schlock,overbearing,bitter,disgruntled,arrogant,cruel,aggressive,hurtful,strong,creepy
32CXT5U14IKRYQB6ST577CI2I8U8UW,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/2/24/Robert_Frank_%28Earth-616%29_from_What_If%3F_Vol_1_4_0001.jpg/revision/latest?cb=20160422153201,False,vedette,vedette,angry,provoked,worried,heroic,determined,skilled,muscular,quick,strong
32CXT5U14IKRYQB6ST577CI2I8U8UW,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/2/24/Robert_Frank_%28Earth-616%29_from_What_If%3F_Vol_1_4_0001.jpg/revision/latest?cb=20160422153201,False,vedette,vedette,bold,bothered,,kind,helpful,giving,muscular,smart,fit
32CXT5U14IKRYQB6ST577CI2I8U8UW,A2E72QYM3M25CR,https://vignette.wikia.nocookie.net/marveldatabase/images/2/24/Robert_Frank_%28Earth-616%29_from_What_If%3F_Vol_1_4_0001.jpg/revision/latest?cb=20160422153201,False,vedette,vedette,worried,serious,frantic,brave,compassionate,caring,fast,quick,strong
32K26U12DP53S0WXERQSPQYM760DVW,A6F1QF51VP5KO,https://vignette.wikia.nocookie.net/marveldatabase/images/8/80/Dorma_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_7_001.jpg/revision/latest/scale-to-width-down/175?cb=20061208210938,False,escrime,escrime,,,,wise,selfless,purposeful,slender,fit,tall
32K26U12DP53S0WXERQSPQYM760DVW,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/8/80/Dorma_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_7_001.jpg/revision/latest/scale-to-width-down/175?cb=20061208210938,False,escrime,escrime,gloomy,good,grouchy,diplomatic,sympathetic,impartial,curvy,fit,
32K26U12DP53S0WXERQSPQYM760DVW,A3ODUHMGL7T67L,https://vignette.wikia.nocookie.net/marveldatabase/images/8/80/Dorma_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_7_001.jpg/revision/latest/scale-to-width-down/175?cb=20061208210938,False,escrime,escrime,mysterious,empowered,unique,witty,cunning,,blue,lean,sexy
32L724R85N17VRFNKTI4AVPHDN7PIP,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/8/84/Darkhawk_Vol_1_51_Mora_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170822174205,False,coppice,coppice,peaceful,confident,prepared,,,,cool,strong,futuristic
32L724R85N17VRFNKTI4AVPHDN7PIP,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/8/84/Darkhawk_Vol_1_51_Mora_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170822174205,False,coppice,coppice,malevolent,mysterious,indifferent,trustworthy,dependable,reliable,muscular,buff,beefy
32L724R85N17VRFNKTI4AVPHDN7PIP,A1X9X6JCC0UEKM,https://vignette.wikia.nocookie.net/marveldatabase/images/8/84/Darkhawk_Vol_1_51_Mora_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170822174205,True,coppice,coppice,hopeful,enthusiastic,marvelous,cheerful,caring,,noble,strong,
32TMVRKDGPFSHSHRDNEPU8K8JV6485,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4c/Idie_Okonkwo_%28Earth-616%29_from_All-New_X-Men_Annual_Vol_2_1_cover_001.jpg/revision/latest/scale-to-width-down/213?cb=20161211163707,False,picarel,picarel,guilty,imprudent,fierce,practical,bright,resourceful,petite,stunning,slim
32TZXEA1ON1A6SX6E25AFYX05P041L,A30HBKEDOLTJ9K,https://vignette.wikia.nocookie.net/marveldatabase/images/c/c1/Aragorn_%28Earth-616%29_from_Marvel_Pets_Handbook_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/256?cb=20160510040544,True,markman,markman,,,,valiant,brave,proud,fast,powerful,strong
32TZXEA1ON1A6SX6E25AFYX05P041L,A12MKLX5ONGNHT,https://vignette.wikia.nocookie.net/marveldatabase/images/c/c1/Aragorn_%28Earth-616%29_from_Marvel_Pets_Handbook_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/256?cb=20160510040544,False,markman,markman,,,,peaceful,heroic,calm,fast,graceful,magical
32W3UF2EZQ2UTV74UZUUWUGR9MRC4J,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/c/ce/Benjamin_Parker_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_7_0001.png/revision/latest/scale-to-width-down/219?cb=20170410023208,False,germany,germany,gloomy,good,,energetic,enthusiastic,adventurous,older,well-built,unkempt
32ZCLEW0B113Q2ZT2B34MW4HQ2WJPV,A2F0H1QFK7X0N4,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4b/Maria_Hill_%28Earth-616%29_from_Avengers_World_Vol_1_14_001.png/revision/latest/scale-to-width-down/296?cb=20150220062849,False,derives,derives,,,,intelligent,tough,determined,attractive,rugged,gothic
32ZCLEW0B113Q2ZT2B34MW4HQ2WJPV,A3HINGM30ZVW8K,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4b/Maria_Hill_%28Earth-616%29_from_Avengers_World_Vol_1_14_001.png/revision/latest/scale-to-width-down/296?cb=20150220062849,False,derives,derives,smug,conceited,snobbish,mouthy,cheeky,sassy,tall,dark,alternative
32ZCLEW0B113Q2ZT2B34MW4HQ2WPJ1,A1HCP9XUWV8V2S,https://vignette.wikia.nocookie.net/marveldatabase/images/2/2b/Harvey_Elder_%28Earth-616%29_from_Mighty_Avengers_Vol_1_1_001.jpg/revision/latest?cb=20120215214031,False,apnoeas,apnoeas,nasty,angered,miserable,angry,righteous,,pudgy,green,huge
32ZCLEW0B113Q2ZT2B34MW4HQ2WPJ1,A38TJNZBL8WSN4,https://vignette.wikia.nocookie.net/marveldatabase/images/2/2b/Harvey_Elder_%28Earth-616%29_from_Mighty_Avengers_Vol_1_1_001.jpg/revision/latest?cb=20120215214031,False,apnoeas,apnoeas,resigned,skittish,,focused,angry,determined,short,bulky,strong
335HHSX8CFMYAZ1D929OAP7DZRPHDA,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/9/93/Miles_Warren_%28Earth-616%29_from_Spider-Island_Deadly_Foes_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/334?cb=20120117113235,False,blouson,blouson,needy,nervy,negative,considerate,impartial,diplomatic,large,tall,
335HHSX8CFMYAZ1D929OAP7DZRPHDA,APFPU0VYNP6CI,https://vignette.wikia.nocookie.net/marveldatabase/images/9/93/Miles_Warren_%28Earth-616%29_from_Spider-Island_Deadly_Foes_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/334?cb=20120117113235,False,blouson,blouson,angry,vengeful,,fiery,moody,aggressive,powerful,dark,aggressive
335VBRURDLHANZXU7LWG3QRAGQI9E5,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/a/ab/Jonothon_Starsmore_%28Earth-616%29_from_Generation_X_Vol_2_2_001.jpg/revision/latest/scale-to-width-down/350?cb=20170610162133,False,downset,downset,needy,neglected,negative,diplomatic,impartial,sincere,fit,tall,ordinary
335VBRURDLHANZXU7LWG3QRAGQI9E5,A29C36OBT13T0X,https://vignette.wikia.nocookie.net/marveldatabase/images/a/ab/Jonothon_Starsmore_%28Earth-616%29_from_Generation_X_Vol_2_2_001.jpg/revision/latest/scale-to-width-down/350?cb=20170610162133,False,downset,downset,stubborn,,,stubborn,eager,,hot,groomed,slim
335VBRURDLHANZXU7LWG3QRAGQIE9A,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/b/bf/Warlock_%28Technarch%29_%28Earth-616%29_from_New_Mutants_Dead_Souls_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/302?cb=20180513025039,False,outwood,outwood,upset,sad,confused,lost,strong,,android,creepy,
335VBRURDLHANZXU7LWG3QRAGQIE9A,AP34CPJY1CL0I,https://vignette.wikia.nocookie.net/marveldatabase/images/b/bf/Warlock_%28Technarch%29_%28Earth-616%29_from_New_Mutants_Dead_Souls_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/302?cb=20180513025039,False,outwood,outwood,glad,,,capable,determined,,defensive,flexible,
337F8MIIM1UAZ3COIJ1A1TEQ0XU40I,A1YCPB5INBVCGW,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b6/Marlo_Chandler_%28Earth-616%29_from_World_War_Hulks_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/276?cb=20101111170949,False,aniente,aniente,sad,worried,sorry,feminist,feisty,aggressive,pretty,sassy,
337F8MIIM1UAZ3COIJ1A1TEQ0XU40I,AMZ59DGY7I2ZI,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b6/Marlo_Chandler_%28Earth-616%29_from_World_War_Hulks_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/276?cb=20101111170949,True,aniente,aniente,admired,,,resilient,capable,strong,red-headed,fit,female
337F8MIIM1UAZ3COIJ1A1TEQ0XU40I,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b6/Marlo_Chandler_%28Earth-616%29_from_World_War_Hulks_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/276?cb=20101111170949,False,aniente,aniente,waspish,wary,warm,amiable,likeable,affable,fit,curvy,beautiful
338431Z1FNW23Q65VGZYZNLIQEUORB,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a5/X-Force_Vol_1_39.jpg/revision/latest/scale-to-width-down/325?cb=20180127050835,False,cassius,cassius,angry,sad,disappointed,caring,skilled,,animal,creepy,
338431Z1FNW23Q65VGZYZNLIQEUORB,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a5/X-Force_Vol_1_39.jpg/revision/latest/scale-to-width-down/325?cb=20180127050835,False,cassius,cassius,needy,neglected,negative,considerate,diplomatic,impartial,flabby,thin,tall
33IXYHIZB7ZZNFCVMCH1T3JWAK8E2I,A2EXVRWKVMINE8,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5b/Amadeus_Cho_%28Earth-616%29_from_Champions_Vol_2_22_cover_001.jpg/revision/latest?cb=20180531011726,False,illoyal,illoyal,hopeful,angry,,defensive,conforming,,athletic,strong,alien
