HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.prompt,Answer.emot0,Answer.emot1,Answer.emot2,Answer.not_seen.on,Answer.pers0,Answer.pers1,Answer.pers2,Answer.phys0,Answer.phys1,Answer.phys2,Answer.seen.on,Answer.type_test,Approve,Reject
334ZEL5JX8WE456IA5Z3PXQED2USOT,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:30 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:15 PDT 2019,,,3WEV0KO0OP9PMSCNAZQO2NA46F8DSZ,A1ZNO22R0CI05Q,Submitted,Mon May 06 18:47:24 PDT 2019,Mon May 06 18:50:36 PDT 2019,Thu May 09 18:50:36 PDT 2019,,,,192,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/3/36/Billy_Russo_%28Earth-616%29_from_Punisher_Vol_8_9_001.jpg/revision/latest/scale-to-width-down/314?cb=20160425134716,spasmic,angry,spiteful,determined,TRUE,Vengeful,resentful,unforgiving,Frightening,alarming,dark,FALSE,spasmic,,
335HHSX8CFMYAZ1D929OAP7D0D6DHW,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:31 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:21 PDT 2019,,,3DOCMVPBTQV1SRBVRXN5ZYCSXK2NNF,A2D70C0LG6MJH9,Submitted,Mon May 06 18:48:14 PDT 2019,Mon May 06 18:51:36 PDT 2019,Thu May 09 18:51:36 PDT 2019,,,,202,100% (8/8),100% (8/8),100% (8/8),https://vignette.wikia.nocookie.net/marveldatabase/images/9/94/James_Braddock_Jr._%28Earth-616%29_from_Infinity_Countdown_Black_Widow_Vol_1_1_003.jpg/revision/latest/scale-to-width-down/274?cb=20180708041410,phenols,fury,passionate,observant,TRUE,confident,daring,vicious,muscular,athletic,toned,FALSE,phenols,,
335HHSX8CFMYAZ1D929OAP7D0D6DHW,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:31 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:21 PDT 2019,,,3K2755HG5VKGIN714FQPVORPHN9DF7,A2CUFLOIO8ZAW4,Submitted,Mon May 06 15:22:48 PDT 2019,Mon May 06 15:23:25 PDT 2019,Thu May 09 15:23:25 PDT 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/9/94/James_Braddock_Jr._%28Earth-616%29_from_Infinity_Countdown_Black_Widow_Vol_1_1_003.jpg/revision/latest/scale-to-width-down/274?cb=20180708041410,phenols,funny,sad,honest,FALSE,fun,goofy,unfocused,human,bathing suit,shaggy hair,TRUE,phenols,,
336OE47KI41216WOVMVIHEN7F8NVWD,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:39 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:22 PDT 2019,,,39U1BHVTDO8SJ0N56AP2ZJKEHM0T3B,APKO12PP5J5LW,Submitted,Mon May 06 22:35:05 PDT 2019,Mon May 06 22:36:17 PDT 2019,Thu May 09 22:36:17 PDT 2019,,,,72,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/7/72/Laynia_Petrovna_%28Earth-616%29_from_Avengers_Vol_8_10_002.jpg/revision/latest/scale-to-width-down/345?cb=20190201235133,channel,Irritable,Humbled,Fatigued,TRUE,Boastful,Annoying,Adventurous,fit,tall,large,FALSE,channel,,
336OE47KI41216WOVMVIHEN7F8NVWD,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:39 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:22 PDT 2019,,,3R8YZBNQ9KZXS3W0RIYX7VL72EA7QX,A2CUFLOIO8ZAW4,Submitted,Mon May 06 15:16:56 PDT 2019,Mon May 06 15:18:03 PDT 2019,Thu May 09 15:18:03 PDT 2019,,,,67,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/7/72/Laynia_Petrovna_%28Earth-616%29_from_Avengers_Vol_8_10_002.jpg/revision/latest/scale-to-width-down/345?cb=20190201235133,channel,Intense,Angry,Focused,TRUE,Intense,Dramatic,Honest,Flying,Energetic,Human,FALSE,channel,,
33BFF6QPI3SIPXU5BCPCYJVOOOUW3H,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:40 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:40 PDT 2019,,,3MX2NQ3YCCB2EWJTP3ES3J348B7X5A,A2CUFLOIO8ZAW4,Submitted,Mon May 06 15:23:31 PDT 2019,Mon May 06 15:24:48 PDT 2019,Thu May 09 15:24:48 PDT 2019,,,,77,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/4/4e/Victor_Mancha_%28Earth-616%29_from_Runaways_Vol_5_4_001.jpg/revision/latest/scale-to-width-down/329?cb=20171217112031,subfief,sad,unattached,depressed,TRUE,sad,unemotional,flat,head,male,robot,FALSE,subfief,,
33BFF6QPI3SIPXU5BCPCYJVOOOUW3H,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:40 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:40 PDT 2019,,,3XIQGXAUMFPH10XCDWTP13H0ZES7XJ,A3TEVNU2YYO1VH,Submitted,Mon May 06 13:21:13 PDT 2019,Mon May 06 13:23:04 PDT 2019,Thu May 09 13:23:04 PDT 2019,,,,111,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/4/4e/Victor_Mancha_%28Earth-616%29_from_Runaways_Vol_5_4_001.jpg/revision/latest/scale-to-width-down/329?cb=20171217112031,subfief,sad,peaceful,lonely,TRUE,sad,worried,asleep,black-haired,white,robotic,FALSE,subfief,,
33BFF6QPI3SIPXU5BCPCYJVOOOUW3H,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:40 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:40 PDT 2019,,,3XIQGXAUMFPH10XCDWTP13H0ZK1X7U,ARA1SVR85THFP,Submitted,Mon May 06 21:10:16 PDT 2019,Mon May 06 21:11:25 PDT 2019,Thu May 09 21:11:25 PDT 2019,,,,69,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/4/4e/Victor_Mancha_%28Earth-616%29_from_Runaways_Vol_5_4_001.jpg/revision/latest/scale-to-width-down/329?cb=20171217112031,subfief,Curious,Abhorent,Fascination,TRUE,Determined,Crazy,Hopeful,A head,Experiment,Reanimation,FALSE,subfief,,
33CLA8O0MKS8XDTCWDG8CTC4ZZKFR6,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:32 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:27 PDT 2019,,,3HPZF4IVNPACDMII99N203GN2UYCY6,A35PG6HAKKTRV2,Submitted,Mon May 06 12:20:27 PDT 2019,Mon May 06 12:21:59 PDT 2019,Thu May 09 12:21:59 PDT 2019,,,,92,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/2/24/New_Warriors_Vol_4_10_Textless.jpg/revision/latest?cb=20120317213635,prussin,fearful,cowardly,nervous,TRUE,short-tempered,vengeful,violent,violent,angry,determined,FALSE,prussin,,
33CLA8O0MKS8XDTCWDG8CTC4ZZKFR6,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:32 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:27 PDT 2019,,,3IAEQB9FMH1IT9TWU40PZCDPCVRWDQ,A3S1HOO27HM4Z6,Submitted,Tue May 07 09:33:42 PDT 2019,Tue May 07 09:37:08 PDT 2019,Fri May 10 09:37:08 PDT 2019,,,,206,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/2/24/New_Warriors_Vol_4_10_Textless.jpg/revision/latest?cb=20120317213635,prussin,revengeful,power,strength,TRUE,mean,strong-willed,angry,strong,tough,powerful,FALSE,prussin,,
33EEIIWHK9OXH902JDWCPP5LR76QV4,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:37 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:12 PDT 2019,,,374TNBHA8ECG7NS1EROXK8546G0YQC,AG0DR7A5Y1976,Submitted,Mon May 06 23:23:40 PDT 2019,Mon May 06 23:25:08 PDT 2019,Thu May 09 23:25:08 PDT 2019,,,,88,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/9/94/Victoria_Hand_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg/revision/latest/scale-to-width-down/280?cb=20160408015927,uneager,angry,emotional,eager,FALSE,fiery,determined,direct,sexy,dark,fierce,TRUE,uneager,,
33EEIIWHK9OXH902JDWCPP5LR76VQ9,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:38 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:13 PDT 2019,,,35DR22AR5G1Z0HWPBKQZOM5KUIP3X5,APKO12PP5J5LW,Submitted,Mon May 06 22:40:08 PDT 2019,Mon May 06 22:41:06 PDT 2019,Thu May 09 22:41:06 PDT 2019,,,,58,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/c/c9/Thor_Vol_2_47_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20071017152614,effects,Ill-tempered,Hopeful,Grouchy,TRUE,courteous,courageous,diligent,fashionable,unique,alert,FALSE,effects,,
33EEIIWHK9OXH902JDWCPP5LR76VQ9,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:38 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:13 PDT 2019,,,3WQQ9FUS6DBEOBZUI5TDQ6M3R2HB8M,A8TASBST8Y826,Submitted,Tue May 07 03:48:28 PDT 2019,Tue May 07 03:50:53 PDT 2019,Fri May 10 03:50:53 PDT 2019,,,,145,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/c/c9/Thor_Vol_2_47_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20071017152614,effects,Lazy,distrustful,unsure,TRUE,Evil,Relaxed,Big headed,Strong,Mysterious,Confident,FALSE,effects,,
33QQ60S6AUZ9G163XPSSEXCK0WZU0L,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:46 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:46 PDT 2019,,,3OB0CAO74K63UUTYV113BUD3FLAYH6,A3AD3D4PZX4QCB,Submitted,Mon May 06 11:11:27 PDT 2019,Mon May 06 11:12:32 PDT 2019,Thu May 09 11:12:32 PDT 2019,,,,65,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/e/e3/Invincible_Iron_Man_Vol_3_2_Kirby_Monster_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20150911224651,matroid,Rage,Grasping,Hubristic,FALSE,Aggressive,Proud,Violent,Green,Huge,Scaly,TRUE,matroid,,
33QQ60S6AUZ9G163XPSSEXCK0WZU0L,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:46 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:46 PDT 2019,,,3WYP994K1A8NX59HZIAZE3OD6G3Y6W,A3IJNWM14T6CN7,Submitted,Tue May 07 07:10:08 PDT 2019,Tue May 07 07:10:45 PDT 2019,Fri May 10 07:10:45 PDT 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/e/e3/Invincible_Iron_Man_Vol_3_2_Kirby_Monster_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20150911224651,matroid,scary,angry,serious,TRUE,scary,angry,serious,scary,angry,serious,FALSE,matroid,,
33QQ60S6AUZ9G163XPSSEXCK0WZU0L,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:46 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:46 PDT 2019,,,3Z7ISHFUH3CA692AOJ9GCOT6I4FZ8Q,APKO12PP5J5LW,Submitted,Mon May 06 22:52:47 PDT 2019,Mon May 06 22:54:05 PDT 2019,Thu May 09 22:54:05 PDT 2019,,,,78,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/e/e3/Invincible_Iron_Man_Vol_3_2_Kirby_Monster_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20150911224651,matroid,Playful,Refreshed,Reasonable,TRUE,Bold,Cheerful,Confident,ugly,unfair,large,FALSE,matroid,,
